title,keywords,description,,url,Topic,Sub classification,_id
ICANE,cantabria; country-spain; deref-vocab; economy; environment; format-dcterms; format-foaf; format-qb; format-rdfa; format-rdfs; format-skos; format-void; format-xhml; government; icane; linkeddata; lod; no-license-metadata; no-vocab-mappings; population; provenance-metadata; published-by-producer; society; spain; sparql-endpoint; statistical; territory,The Statistical Office of Cantabria (Instituto Cántabro de Estadística  ICANE) is the public agency in charge of production and diffusion of statistical data about all aspects of society and economy in Cantabria.    This publication contains all metadata (both structural and descriptive) and data that ICANE produces according to the Linked Open Data principles.    Time series are classified into sections (parent SKOS Concept Schemes)  subsections (child SKOS Concept Schemes)  categories (a special type defined by ICANE) and subjects (SKOS concepts  which appear as folders on the website  and are organized hierarchically).     A [custom ICANE vocabulary](http://www.icane.es/opendata/vocab) was created to aid in the task of navigating the publication  and is used along other well-known and widely used vocabularies (RDFS  DCTerms  SKOS  FOAF and VOiD).    Metadata is presented  when possible  embedded into XHTML as RDFa  and links for live data dumps are provided for all series  which use the RDF Data Cube Vocabulary.    A [publicly accessible SPARQL endpoint](http://www.icane.es/opendata/sparql) is also provided  with [a form for easily submitting queries](http://www.icane.es/semantic-web) present on the intro page (in Spanish).,,https://lod-cloud.net/dataset/icane,,,icane
FDA Medical Devices (2010),biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,Medical Devices as downloaded from the FDA site in Jan. 2011,,https://lod-cloud.net/dataset/bioportal-fda-meddevice,Linguistics,Linguistics,bioportal-fda-meddevice
Epilepsy,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,Ontology about the epilepsy domain and epileptic seizures. Based on the diagnosis proposed by the International League Against Epilepsy (ILAE).,,https://lod-cloud.net/dataset/bioportal-epileponto,health,Human biology,bioportal-epileponto
Spatial Ontology,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,A small ontology for anatomical spatial references  such as dorsal  ventral  axis  and so forth.,,https://lod-cloud.net/dataset/bioportal-bspo,health,Zology,bioportal-bspo
SIMPLE,lexical-resource; lexicon; linguistic; llod; lod,This dataset contains the conversion of the Italian SIMPLE lexicon in different formats including RDF  TTL and a Lemon version of lexical entries with their pointers to senses.,,https://lod-cloud.net/dataset/simple,linguistics,lexicon,simple
TCGA Roadmap,deref-vocab; lifesciences; lod; published-by-producer,TCGA Roadmap provides an index of the files listed in the [TCGA's open access HTTP site](tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/tumor/) as Linked Data.    ## Schema    The Schema used to represent resources in the TCGA is available as a [Turtle File](http://purl.org/tcga/core).    As used below  the prefix ``tcga`` represents ``http://purl.org/tcga/core``  while ``tcgaRoot`` represents ``https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/tumor/``.    [Class](https://docs.google.com/open?id=0Bzu4cytkv4B8Y1VMVXNOMFhvaGM) and [Instance](https://docs.google.com/open?id=0Bzu4cytkv4B8V3lsc0VzQWE2c28) diagrams of the schema are also available.    ### Types    See the [TCGA Data Primer](https://wiki.nci.nih.gov/display/TCGA/TCGA+Data+Primer) and [Code Tables](https://tcga-data.nci.nih.gov/datareports/codeTablesReport.htm?codeTable=center) for details on these types.    * ``tcga:DiseaseStudy``  * ``tcga:CenterType``  * ``tcga:CenterDomain``  * ``tcga:Platform``  * ``tcga:DataType``  * ``tcga:Archive``  * ``tcga:File``    Data Types correspond to the directory structure:    ``tcgaRoot:DiseaseStudy/CenterType/CenterDomain/Platform/DataType/Archive/File``    e.g.    ``tcgaRoot:gbm/cgcc/mdanderson.org/mda_rppa_core/protein_exp/mdanderson.org_GBM.MDA_RPPA_Core.Level_2.1.0.0/mdanderson.org_GBM.MDA_RPPA_Core.SuperCurve.Level_2.00da2077-778c-418a-9c92-01febd970ed8.txt``    ### Properties    Entities of all types may have the following properties.    * ``rdfs:label``  * ``rdf:type``  * ``tcga:url``  * ``tcga:lastModified``  * ``tcga:firstSeen``  * ``tcga:lastSeen``    ### Properties Exclusive to ``tcga:File`` Resources    Only entities of type ``tcga:File`` have the following properties.    * ``tcga:diseaseStudy``  * ``tcga:centerType``  * ``tcga:centerDomain``  * ``tcga:platform``  * ``tcga:dataType``  * ``tcga:archive``,,https://lod-cloud.net/dataset/tcga-roadmap,SLR,Publications,tcga-roadmap
Research on the Aquatic Animals in Taiwan and its Neighborhood Area (NMMBA-Aquatic-Animals-in-Taiwan),ASCDC; Biology; Aquatic Animals; Fishes; Crabs; Shrimps; Specimen; Taiwan; National Museum of Marine Biology and Aquarium; Taiwan Union Catalog,The LOD dataset of ASCDC_Research on the Aquatic Animals in Taiwan and its Neighborhood Area (NMMBA-Aquatic-Animals-in- Taiwan) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the “Research on the Aquatic Animals in Taiwan and its Neighborhood Area” (臺灣及鄰近地區水域動物相典藏之研究：魚類及蝦、蟹類計畫) in the “Taiwan Union Catalog” (數位典藏與數位學習聯合目錄  https://catalog.digitalarchives.tw/Organization/List.jsp?CID=4892). Originally  the metadata was established by the National Museum of Marine Biology and Aquarium (NMMBA  國立海洋生物博物館) in Taiwan (ROC). It provides information on specimens of aquatic animals collected by the NMMBA and can serve as a database for the study of species in the coastal waters in and around Taiwan. Containing 7 311 data records and 73 696 triples  the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC 0)  while the digitized items are under CC-BY-NC-SA.,,https://lod-cloud.net/dataset/ASCDC-NMMBA-Aquatic-Animals-in-Taiwan,cultural heritage,,ASCDC-NMMBA-Aquatic-Animals-in-Taiwan
CLLD-WALS,linguistics; llod; lod,"The World Atlas of Language Structures (WALS) is a large database of structural (phonological, grammatical, lexical) properties of languages gathered from descriptive materials (such as reference grammars) by a team of 55 authors.",,https://lod-cloud.net/dataset/clld-wals,linguistics,corpora,clld-wals
Apps using our data (University of Southampton),crossdomain; format-rdf; lod; lodcloud.nolinks; lodcloud.unconnected; no-deref-vocab; published-by-producer,Dataset from University of Southampton Open Data Service. A catalog of known websites  web widgets  phone apps and other tools using our datasets.,,https://lod-cloud.net/dataset/southampton-ac-uk-apps,education,,southampton-ac-uk-apps
Structure of regions of Czech Republic according to Czech Statistical Office,czech; czech-republic; format-dcterms; format-skos; government; license-metadata; lod; no-deref-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party,Structure of regions of Czech Republic according to Czech Statistical Office on 1.1.2015,,https://lod-cloud.net/dataset/cz-czso-regions,cultural heritage,,cz-czso-regions
ESD Standards: Controlled lists for the UK public sector,country-uk; format-skos; government; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-producer; ukgov,Standard controlled vocabularies used within the UK public sector.,,https://lod-cloud.net/dataset/esd-standards,cultural heritage,,esd-standards
EnAKTing NHS Dataset,format-rdf; format-xhtml; government; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-proprietary-vocab; published-by-third-party,National Health Service (waiting times) performance data  published by the UK Department of Health for the year 2008/09.,,https://lod-cloud.net/dataset/enakting-nhs,cultural heritage,,enakting-nhs
Norsk inndeling av vitenskapsdisipliner,duplicate-dmoz_rdf_dump; english; format-dc; format-owl; format-rdf; format-rdfs; format-skos; library; linkedopendata; lld; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; norwegian; ontology; publications; published-by-producer,Norwegian classification of scientific disciplines as linked data (2003 edition).,,https://lod-cloud.net/dataset/nvd,cultural heritage,,nvd
Randomized Controlled Trials (RCT) Ontology,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,We developed and evaluated an ontology specifically for Randomized Controlled Trials in order to facilitate the production of systematic reviews and metaanalysis.,,https://lod-cloud.net/dataset/bioportal-rctontology,SLR,SLR,bioportal-rctontology
Japanese Course of Study LOD,course of study; education; teaching material; educational material,Japanese Course of Study Linked Open Data (LOD) is a dataset which covers codes  contents  and related information for course of studies published by the Ministry of Education  Culture  Sports  Science and Technology (MEXT). The target of LOD is the latest version of code tables from the past and present course of studies (including some revisions) for all school types. Specifically  it includes 18 published course of studies code tables.,,https://lod-cloud.net/dataset/jp-cos,education,,jp-cos0000018e89beb21d
Twarql,deref-vocab; format-rdf; format-xhtml; geographic; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party,Twarql encodes information from microblog posts as Linked Open Data in order to enable flexibility for those interested in collectively analyzing microblog data for sensemaking. Our approach can be summarized as follows:    * extract content (e.g. entity mentions  hashtags and URLs) from microposts streamed from Twitter;  * encode content in RDF using shared and well-known vocabularies (FOAF  SIOC  MOAT  etc.);  * enable structured querying of microposts with SPARQL;  enable subscription to a stream of microposts that match a given query; and  * enable scalable real-time delivery of streamed but annotated data using sparqlPuSH.    This dataset is an example created for a brand tracking scenario involving the Apple IPad.,,https://lod-cloud.net/dataset/twarql,,,twarql
Chemicals reported to the Integrated register of pollution,czech; czech-republic; deref-vocab; format-schema; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,Information about chemicals reported to the Integrated register of pollution and methods of their measurement,,https://lod-cloud.net/dataset/cz-cenia-irz-chemicals,cultural heritage,,cz-cenia-irz-chemicals
Mouse pathology,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,A structured controlled vocabulary of mutant and transgenic mouse pathology phenotypes,,https://lod-cloud.net/dataset/bioportal-mpath,health,Genetics,bioportal-mpath
NERC Vocabulary Server 2.0,controlled-vocabulary; earth-science; environment; format-dc; format-owl; format-rdf; format-rdfs; format-skos; lod; lodcloud-diagram-2014-08-30; no-license-metadata; no-proprietary-vocab; ocean; oceanography; oceans; provenance-metadata; published-by-producer; schemata; vocabulary,"The NERC Vocabulary Server provides access to lists of standardised terms that cover a broad spectrum of disciplines of relevance to the oceanographic and wider community.    Using standardised sets of terms (otherwise known as ""controlled vocabularies"") in metadata and to label data solves the problem of ambiguities associated with data markup and also enables records to be interpreted by computers. This opens up data sets to a whole world of possibilities for computer aided manipulation  distribution and long term reuse.    All of the vocabularies are fully versioned and a permanent record is kept of all changes made.",,https://lod-cloud.net/dataset/nvs,Linguistics,Linguistics,nvs
ESO,earthquake; casualties; location; injured; death,Past Earthquake case detail,,https://lod-cloud.net/dataset/Earthquake_case,cultural heritage,,Earthquake_case
FlyBase Controlled Vocabulary,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,A structured controlled vocabulary used for various aspects of annotation by FlyBase.<br>This ontology is maintained by FlyBase for various aspects of annotation not covered  or not yet covered  by other OBO ontologies.  If and when community ontologies are available for the domains here covered FlyBase will use them.,,https://lod-cloud.net/dataset/bioportal-fbcv,health,Zology,bioportal-fbcv
